Vbias(V) 	 Vbol(mV) 	 Ibol (pA) 	 Rbol(Gohm) 	 If(pA) 	  Vf(mV) 	 Vbol_corr(mV) 
-0.79093		-20.3914		-12.8423		1.58783		0		0		-20.3914
0.124402		10.1835		1.90364		5.34946		-5.54481		-29.6617		10.1835
0.248335		14.1027		3.90387		3.61248		-10.2581		-37.0573		14.1027
0.39282		16.7446		6.26792		2.67147		-19.1332		-51.1139		16.7446
0.52645		18.3766		8.46789		2.17015		-35.5164		-77.0758		18.3766
0.626409		19.2936		10.1186		1.90675		-64.8321		-123.618		19.2936
0.770887		20.3297		12.5093		1.62517		-553.302		-899.209		20.3297
0.907192		21.0508		14.769		1.42533		127.029		181.059		21.0508
1.04784		21.6564		17.1031		1.26623		64.1519		81.2308		21.6564
1.28774		22.3969		21.089		1.06202		39.23		41.663		22.3969
1.42922		22.7299		23.4415		0.969641		33.3416		32.3294		22.7299
1.54618		22.9653		25.3869		0.904612		30.1668		27.2892		22.9653
1.66849		23.174		27.4219		0.845092		27.7505		23.4518		23.174
1.80718		23.3517		29.7305		0.785445		25.685		20.1742		23.3517
1.94869		23.4845		32.0868		0.731905		24.0781		17.6229		23.4845
2.04448		23.5607		33.682		0.699505		23.1881		16.2202		23.5607
2.18839		23.6512		36.079		0.655539		22.0797		14.4741		23.6512
2.32631		23.7146		38.3766		0.617944		21.2212		13.1135		23.7146
2.46528		23.7176		40.6927		0.582846		20.469		11.9303		23.7176
2.5665		23.7005		42.3799		0.559238		19.9977		11.1835		23.7005
2.70766		23.6394		44.7336		0.528447		19.4075		10.2558		23.6394
2.96132		23.3665		48.9658		0.4772		18.4891		8.82298		23.3665
