Vbias(V) 	 Vbol(mV) 	 Ibol (pA) 	 Rbol(Gohm) 	 If(pA) 	  Vf(mV) 	 Vbol_corr(mV) 
0.028717		1.63503		0.451366		3.6224		0		0		1.63503
0.204796		7.89148		3.28174		2.40466		-0.43471		-1.04533		7.89148
0.439629		11.6588		7.13284		1.63452		-0.264881		-0.432953		11.6588
0.632441		13.4767		10.3161		1.30638		-0.231799		-0.302818		13.4767
0.870399		15.0064		14.2565		1.05259		-0.22071		-0.232318		15.0064
1.08533		15.9661		17.8227		0.895829		-0.210898		-0.188928		15.9661
1.30139		16.6984		21.4114		0.779882		-0.206667		-0.161176		16.6984
1.53228		17.292		25.2497		0.684837		-0.198682		-0.136065		17.292
1.73217		17.6935		28.5746		0.619206		-0.197557		-0.122328		17.6935
1.96457		18.0435		32.4421		0.556175		-0.194435		-0.10814		18.0435
2.39648		18.5217		39.6326		0.467334		-0.195292		-0.0912667		18.5217
2.59262		18.6893		42.8989		0.435659		-0.19241		-0.0838251		18.6893
2.83726		18.8486		46.9736		0.401259		-0.191596		-0.0768795		18.8486
3.02454		18.9332		50.0934		0.377959		-0.190514		-0.0720063		18.9332
3.25957		19.0092		54.0094		0.351961		-0.18865		-0.0663976		19.0092
3.45311		19.0608		57.2342		0.333032		-0.188801		-0.0628768		19.0608
3.90188		19.1322		64.7124		0.295649		-0.191883		-0.05673		19.1322
4.11967		19.1317		68.3422		0.27994		-0.191392		-0.0535781		19.1317
4.35374		19.1172		72.2437		0.264621		-0.19067		-0.0504553		19.1172
4.5503		19.0926		75.5202		0.252815		-0.192455		-0.0486554		19.0926
4.78239		19.0504		79.3889		0.239963		-0.19284		-0.0462746		19.0504
4.98069		18.9914		82.695		0.229656		-0.197388		-0.0453314		18.9914
