Vbias(V) 	 Vbol(mV) 	 Ibol (pA) 	 Rbol(Gohm) 	 If(pA) 	  Vf(mV) 	 Vbol_corr(mV) 
0.018485		5.89754		0.209791		28.1115		0.209791		5.89754		5.89754
0.083747		15.2359		1.14185		13.3431		0		0		15.2359
0.133177		18.6545		1.90871		9.77338		-1.22103		-11.9336		18.6545
0.21055		22.1497		3.14		7.05405		-0.701715		-4.94993		22.1497
0.375823		26.2682		5.82591		4.50886		-0.508055		-2.29075		26.2682
0.458446		27.5645		7.18136		3.83834		-0.473388		-1.81702		27.5645
0.538473		28.5388		8.4989		3.35794		-0.451307		-1.51546		28.5388
0.596388		29.1181		9.4545		3.07981		-0.440932		-1.35799		29.1181
0.658218		29.6551		10.476		2.83076		-0.428918		-1.21416		29.6551
0.741612		30.2422		11.8562		2.55076		-0.418575		-1.06769		30.2422
0.823561		30.75		13.2135		2.32716		-0.411448		-0.957506		30.75
0.904067		31.158		14.5485		2.14167		-0.404953		-0.867273		31.158
0.983531		31.5022		15.8671		1.98537		-0.399738		-0.79363		31.5022
1.06675		31.7851		17.2494		1.84268		-0.394537		-0.727004		31.7851
1.10635		31.8767		17.9079		1.78004		-0.392924		-0.699418		31.8767
1.18596		32.0727		19.2315		1.66771		-0.388273		-0.647529		32.0727
1.27198		32.2723		20.6618		1.56193		-0.386763		-0.604098		32.2723
1.35398		32.4097		22.0262		1.47141		-0.384147		-0.565239		32.4097
1.43082		32.4828		23.3056		1.39378		-0.38162		-0.531892		32.4828
1.51475		32.5097		24.704		1.31597		-0.379964		-0.50002		32.5097
1.63891		32.4527		26.7742		1.21209		-0.378034		-0.45821		32.4527
1.71834		32.3233		28.1003		1.15029		-0.377313		-0.434018		32.3233
