Channel 		 par0 		 par1 		 Rbolmin 		 Rbolmax
365		0.0265081		2.07789e-10		1.77119e+08		5.8887e+08
367		0.0223718		8.79741e-11		2.56662e+08		1.18311e+09
368		0.016224		1.19419e-10		2.74631e+08		1.10665e+09
369		-0.0124236		4.11801e-10		3.23299e+08		9.28075e+08
370		0.00208349		2.675e-10		2.38858e+08		9.23995e+08
371		-0.109851		4.64711e-10		3.45199e+08		1.00763e+09
372		-0.0639075		5.01891e-10		3.35971e+08		8.98109e+08
373		-0.0296376		3.40828e-10		3.81076e+08		9.48708e+08
374		-0.00185856		1.90096e-10		3.71433e+08		1.02469e+09
375		0.0621993		1.64859e-10		3.3628e+08		1.26457e+09
376		-0.094242		4.992e-10		3.44175e+08		1.01239e+09
377		0.052404		2.00099e-10		3.46648e+08		1.29309e+09
378		-0.041843		3.74964e-10		2.36381e+08		8.29439e+08
379		-0.00915753		1.8132e-10		2.46511e+08		7.84294e+08
380		0.0189298		8.73464e-11		3.44421e+08		1.26431e+09
381		-0.00843165		1.69061e-10		3.05997e+08		9.33215e+08
382		0.00993909		1.78855e-10		3.47372e+08		1.3091e+09
383		-0.0052665		1.76553e-10		3.15051e+08		1.11888e+09
384		-0.0537468		5.15219e-10		2.9908e+08		8.30799e+08
385		-0.00599856		2.03104e-10		2.64223e+08		9.50248e+08
386		0.018209		1.23846e-10		2.88357e+08		9.96442e+08
387		-0.0523564		2.72591e-10		3.6241e+08		9.93659e+08
388		-0.0488548		5.68943e-10		1.94865e+08		7.35837e+08
389		0.00536171		2.07053e-10		2.94837e+08		1.06493e+09
390		0.0143661		2.91331e-10		2.98888e+08		1.07862e+09
391		-0.000301465		1.82585e-10		3.18573e+08		9.19052e+08
392		0.0233074		1.06421e-10		2.09044e+08		7.53269e+08
393		0.132255		2.80132e-11		1.92806e+08		7.24386e+08
394		0.0126313		1.39945e-10		4.24129e+08		1.37276e+09
395		0.0417603		5.1146e-11		5.21346e+08		1.41599e+09
396		0.0119316		1.84439e-10		3.98086e+08		9.74888e+08
397		0.0282677		8.53629e-11		2.80612e+08		1.11817e+09
398		0.0311044		9.10024e-11		3.93628e+08		1.25146e+09
399		-0.0328159		2.43989e-10		3.78477e+08		1.04009e+09
400		0.00303101		1.93879e-10		2.31985e+08		7.66686e+08
401		0.00636692		1.68151e-10		3.25292e+08		1.03256e+09
402		0.018086		2.05686e-10		2.89061e+08		1.30872e+09
403		0.0754974		1.98374e-10		3.21807e+08		1.30428e+09
404		-0.0190041		4.09927e-10		2.2536e+08		8.90994e+08
405		-0.00763324		1.93208e-10		3.14675e+08		9.06085e+08
406		-0.00794943		2.34036e-10		3.24428e+08		9.22825e+08
407		-0.0153715		2.63933e-10		3.5171e+08		9.44438e+08
408		0.0318111		1.13853e-10		3.39419e+08		1.36646e+09
409		0.0251829		8.50845e-11		3.24576e+08		1.27597e+09
410		0.0252107		8.77271e-11		3.28757e+08		1.18245e+09
411		0.0144158		1.3751e-10		2.9906e+08		1.04112e+09
412		-0.0092721		1.88775e-10		3.39367e+08		9.82631e+08
413		0.0375977		9.94436e-11		3.69833e+08		1.3174e+09
414		-0.0719706		3.02546e-10		4.05005e+08		1.13813e+09
415		-0.0676943		4.17363e-10		5.36741e+08		1.3138e+09
416		0.0297261		2.57319e-10		3.3192e+08		1.34839e+09
417		0.0015528		1.31065e-10		2.91983e+08		9.69854e+08
418		-0.0201518		2.16077e-10		3.1238e+08		1.1282e+09
419		0.00783696		2.00601e-10		2.24451e+08		7.79974e+08
420		0.035381		1.12541e-10		2.92346e+08		1.21217e+09
421		0.0202118		8.94283e-11		2.42241e+08		1.08767e+09
422		0.022291		1.19605e-10		2.22247e+08		8.76534e+08
423		0.0323869		9.39007e-11		2.39712e+08		1.27383e+09
424		0.0441251		2.49223e-10		2.16629e+08		8.29487e+08
