Channel 		 par0 		 par1 		 Rbolmin 		 Rbolmax
425		0.0387009		6.77037e-11		2.68336e+08		1.52345e+09
426		0.00977085		1.70322e-10		2.92054e+08		1.23663e+09
427		-0.00329409		2.23309e-10		2.04235e+08		7.83249e+08
428		0.00828544		1.67518e-10		2.85548e+08		1.27928e+09
429		0.0330698		1.60358e-10		2.755e+08		1.33474e+09
430		-0.0112901		1.53205e-10		3.49029e+08		1.03458e+09
431		0.0126983		1.2473e-10		2.67377e+08		1.05451e+09
432		0.0323968		6.03392e-11		2.64262e+08		1.43859e+09
433		0.0147997		9.66347e-11		2.72539e+08		9.45416e+08
434		-0.0204673		2.04992e-10		2.30795e+08		1.15888e+09
435		0.0237564		6.8954e-11		2.41596e+08		1.25584e+09
436		0.0208364		9.62886e-11		2.22545e+08		1.09846e+09
437		0.048375		1.9605e-10		2.18458e+08		8.50693e+08
438		0.0235056		8.36259e-11		2.18135e+08		1.08085e+09
439		0.0038573		1.60875e-10		2.23064e+08		8.86804e+08
440		-0.00503873		2.38416e-10		3.64724e+08		1.18064e+09
441		-0.0196435		3.71283e-10		1.75043e+08		5.88988e+08
442		0.121326		4.50136e-10		2.51671e+08		9.80728e+08
443		0.0325505		8.98191e-11		2.704e+08		1.36442e+09
444		0.00940846		1.16038e-10		2.95224e+08		1.0362e+09
445		-0.00901317		2.17443e-10		2.40043e+08		9.6927e+08
446		0.0177827		1.23758e-10		2.27686e+08		1.15378e+09
447		0.0329526		1.85391e-10		2.64914e+08		1.05727e+09
448		0.0261894		1.38753e-10		2.6787e+08		1.3877e+09
449		0.00952642		1.93431e-10		2.19233e+08		8.54939e+08
450		0.062619		1.04625e-10		2.46556e+08		1.20604e+09
451		0.0302957		9.16455e-11		2.5391e+08		1.38593e+09
452		-0.0121162		2.29307e-10		2.57178e+08		1.08538e+09
453		0.0300381		9.19631e-11		2.64301e+08		1.35726e+09
454		-0.0113058		2.49627e-10		2.1154e+08		7.25981e+08
455		0.0313954		5.63502e-10		3.14236e+08		1.15371e+09
456		0.0259499		1.04248e-10		3.49333e+08		1.11482e+09
457		0.00409419		1.48625e-10		3.35213e+08		1.15851e+09
458		0.0147573		1.09368e-10		2.80062e+08		1.05763e+09
459		-0.0490006		4.1469e-10		3.35442e+08		1.05627e+09
460		0.0109314		1.3632e-10		3.60582e+08		1.17635e+09
461		-0.00671376		2.3214e-10		3.16379e+08		1.1688e+09
462		-0.00466391		1.73321e-10		3.36204e+08		1.06261e+09
463		-0.0984574		1.14097e-09		1.93411e+08		7.09085e+08
464		-0.0198068		3.24795e-10		2.20905e+08		7.17956e+08
465		-0.000136138		2.24538e-10		2.50061e+08		1.04652e+09
466		0.0159842		1.10218e-10		2.83922e+08		9.91762e+08
467		-0.0360178		3.6659e-10		2.33923e+08		9.50609e+08
468		0.0164351		3.31796e-10		2.64288e+08		1.00836e+09
469		-0.00242676		1.98349e-10		6.11536e+08		2.02467e+09
470		-0.0558956		2.15125e-10		7.30052e+08		1.66364e+09
471		0.0849204		5.60724e-11		3.87222e+08		1.55642e+09
472		-0.029698		1.79743e-10		5.62183e+08		1.72389e+09
474		0.0569915		6.17724e-11		5.43845e+08		2.23578e+09
475		-0.0487284		1.98139e-10		6.16685e+08		1.53278e+09
476		0.0716327		2.1684e-10		5.19545e+08		2.07736e+09
477		0.0398512		1.16495e-10		4.86768e+08		1.9066e+09
478		0.056393		1.69584e-10		4.06637e+08		1.38069e+09
479		0.0320109		8.34744e-11		9.16881e+08		1.60384e+09
481		-0.363311		7.97919e-10		5.05352e+08		1.48091e+09
482		0.0741007		4.10523e-11		4.3609e+08		1.81155e+09
483		0.0301967		1.37272e-10		2.85358e+08		1.25743e+09
484		0.0399969		1.09254e-10		5.1969e+08		1.78697e+09
485		0.140032		8.7147e-11		2.9517e+08		1.30935e+09
486		0.0102235		1.88846e-10		5.04767e+08		1.70998e+09
487		0.00439458		2.19768e-10		3.58574e+08		1.25201e+09
488		-0.00783263		1.90067e-10		3.9408e+08		1.42203e+09
489		-0.0939919		5.47568e-10		3.23905e+08		1.39766e+09
490		0.194443		5.32876e-11		6.04179e+08		1.51124e+09
491		-0.101238		3.39367e-10		1.07246e+09		1.33813e+09
492		-0.259308		1.29504e-09		4.74013e+08		1.49423e+09
493		-0.17043		5.55842e-10		4.15185e+08		1.39793e+09
494		-0.386651		1.16093e-09		4.78231e+08		1.37262e+09
496		0.0771338		9.66639e-11		4.03738e+08		1.93479e+09
497		0.126242		3.05601e-11		4.99661e+08		1.92102e+09
498		0.0419837		9.86972e-11		2.97503e+08		1.74154e+09
499		0.0882489		1.32917e-10		2.95163e+08		1.21527e+09
500		0.024646		9.55342e-11		4.1963e+08		1.39065e+09
501		-0.116583		4.04276e-10		4.55504e+08		1.41157e+09
502		0.127986		4.82053e-11		4.83166e+08		2.03313e+09
503		-0.0145419		2.52566e-10		5.1581e+08		1.52029e+09
504		-0.0789865		3.10036e-10		5.71531e+08		1.53254e+09
505		-0.266439		5.66088e-10		7.03264e+08		1.58691e+09
506		0.0272263		3.52558e-10		4.66563e+08		1.46931e+09
507		0.0584846		2.43171e-10		2.8863e+08		1.28047e+09
508		-0.42655		6.21856e-10		7.0517e+08		1.59665e+09
509		0.0473294		6.76914e-11		4.27381e+08		1.46024e+09
510		0.0888503		3.22376e-11		7.39314e+08		2.28112e+09
512		0.0507336		8.56208e-11		5.12251e+08		2.04282e+09
513		0.0891747		1.2183e-10		3.82477e+08		2.03165e+09
514		0.0214841		8.49499e-11		6.30248e+08		1.56606e+09
515		0.0583942		7.43142e-11		5.46366e+08		1.96883e+09
516		-0.011592		1.41598e-10		7.31666e+08		1.67695e+09
517		-0.24333		5.40692e-10		5.80953e+08		1.58041e+09
518		0.0149397		1.01946e-10		8.10028e+08		1.61092e+09
520		0.074616		1.35609e-10		5.23246e+08		1.5675e+09
