Channel 		 par0 		 par1 		 Rbolmin 		 Rbolmax
365		0.00273681		1.45283e-09		2.34693e+07		3.82744e+07
367		-0.012321		1.12048e-09		3.51721e+07		8.26894e+07
368		-0.0171208		1.35079e-09		3.26081e+07		7.25582e+07
369		-0.0144461		1.53763e-09		3.29791e+07		6.66724e+07
370		0.0144821		7.67361e-10		3.34176e+07		8.17071e+07
371		-0.00901341		1.09331e-09		3.63306e+07		8.80661e+07
372		-0.00573489		1.41168e-09		3.21891e+07		7.52274e+07
373		-0.0150473		1.38729e-09		3.27207e+07		6.73479e+07
374		-0.0107056		1.25427e-09		3.53812e+07		8.50515e+07
375		0.0194799		8.81796e-10		3.50484e+07		9.9315e+07
376		-0.00796746		1.56081e-09		3.53746e+07		8.54535e+07
377		0.0125828		1.44849e-09		3.55438e+07		8.31675e+07
378		0.0763213		6.74303e-10		3.21322e+07		7.80517e+07
379		0.00877169		2.11752e-09		2.95635e+07		6.33523e+07
380		-0.0118491		1.99548e-09		3.67355e+07		8.99915e+07
381		0.0260442		1.58727e-09		3.45276e+07		7.87125e+07
382		0.0386917		9.85294e-10		3.645e+07		9.93485e+07
383		0.0780449		7.46977e-10		1.62325e+07		7.85277e+07
384		0.063834		8.01476e-10		3.01863e+07		3.49933e+07
385		0.0753951		9.06249e-10		2.86829e+07		3.29741e+07
386		0.0101562		1.77899e-09		2.80041e+07		5.63719e+07
387		-0.00965053		2.00713e-09		3.45829e+07		8.12176e+07
388		0.0260247		2.51958e-09		2.7273e+07		5.00142e+07
389		0.0317811		1.71248e-09		3.76313e+07		9.12072e+07
390		0.0145263		1.84021e-09		3.818e+07		9.43931e+07
417		0.00944178		7.11645e-10		1.57249e+07		9.25482e+07
418		-0.0117639		1.04651e-09		3.66859e+07		1.07186e+08
419		-0.0140282		1.69379e-09		2.53268e+07		5.19551e+07
420		0.0132616		1.11864e-09		3.08108e+07		7.86544e+07
421		0.0213537		6.6778e-10		1.42561e+07		3.7024e+07
422		0.00807149		8.99398e-10		2.8599e+07		6.93625e+07
423		0.0199976		7.01457e-10		3.19828e+07		4.485e+07
424		0.00761616		1.01963e-09		2.81313e+07		6.92538e+07
425		-0.0024918		1.01713e-09		3.66609e+07		1.09816e+08
426		-0.00735746		1.23807e-09		3.05886e+07		8.06042e+07
427		-0.0139206		1.52384e-09		2.56757e+07		5.70109e+07
428		0.0314797		5.0377e-10		1.60763e+07		4.51988e+07
429		-0.00875045		1.2916e-09		3.33996e+07		9.1636e+07
430		0.00759451		5.66718e-10		3.32855e+07		1.05698e+08
431		0.00479894		6.31418e-10		3.43908e+07		1.023e+08
432		-0.00493779		1.0047e-09		3.60372e+07		1.02289e+08
433		0.00558339		8.42741e-10		1.53695e+07		7.89868e+07
434		0.0106816		5.24154e-10		3.06104e+07		8.2061e+07
435		0.00154517		6.8452e-10		3.231e+07		9.10333e+07
436		0.00436547		7.21511e-10		2.95317e+07		7.68385e+07
437		0.0163914		8.18895e-10		2.937e+07		7.86463e+07
438		0.0156111		6.59475e-10		2.76543e+07		6.77691e+07
439		-0.00292089		1.00983e-09		2.88137e+07		7.05505e+07
440		0.0421756		4.8126e-10		4.88201e+07		1.27252e+08
441		0.0257277		4.54054e-10		1.95732e+07		3.42544e+07
442		-0.000383258		2.10625e-09		3.12245e+07		7.28909e+07
469		0.0718906		4.30614e-10		7.26406e+07		2.278e+08
470		0.0270235		4.21141e-10		7.91234e+07		2.90713e+08
471		0.0233919		4.67631e-10		7.4191e+07		2.51171e+08
472		0.0248344		4.13631e-10		8.34112e+07		3.37357e+08
473		0.00275886		7.00854e-10		6.50954e+07		1.83009e+08
474		-0.00119899		5.47938e-10		8.02432e+07		2.905e+08
475		0.0162368		6.70237e-10		7.20638e+07		2.24191e+08
476		0.0384517		7.39168e-10		7.3894e+07		1.87649e+08
477		0.0412127		3.91568e-10		6.72294e+07		2.04315e+08
478		0.0426453		6.0953e-10		6.46451e+07		1.76639e+08
479		0.0355685		6.23725e-10		7.46669e+07		1.91036e+08
480		0.0733095		7.20792e-10		7.24128e+07		2.17803e+08
481		0.0615102		6.59589e-10		7.11795e+07		2.15766e+08
482		0.0705865		3.17805e-10		8.32595e+07		1.97059e+08
483		0.0253918		6.41946e-10		6.01455e+07		1.49205e+08
484		0.00333291		8.87567e-10		6.68553e+07		1.95069e+08
485		0.0370016		6.08618e-10		6.37526e+07		1.69432e+08
486		0.0692209		5.78177e-10		4.22796e+07		1.8813e+08
487		0.00947027		1.08741e-09		6.09536e+07		1.33681e+08
488		0.0175319		8.65051e-10		6.90887e+07		2.01191e+08
489		0.041833		1.20336e-09		6.873e+07		1.60097e+08
490		0.00885822		8.56056e-10		7.39178e+07		2.36326e+08
492		0.0937015		9.89052e-10		7.51809e+07		1.91506e+08
493		0.0489504		9.25932e-10		6.8414e+07		1.93109e+08
494		0.0746433		1.27652e-09		6.82156e+07		1.64278e+08
