Channel 	 VbiasWP 	 IbolWP(pA) 	 VbiasMaxAmpli 	 IbolMaxampli(pA)
365		1.95507		32.2901		3.02692		50.1467		1.07185
366		3		0		3		0		0
367		2.25554		37.2062		2.54229		41.9998		0.286745
368		1.67965		27.6468		1.67965		27.6468		0
369		1.93558		32.0864		1.93558		32.0864		0
370		2.11504		35.0791		2.42259		40.2033		0.307546
371		1.40943		23.3097		1.83956		30.4738		0.430132
372		3		0		3		0		0
373		1.25962		20.8213		1.46689		24.2729		0.207267
374		1.41051		23.1183		1.41051		23.1183		0
375		1.43446		23.7342		1.65261		27.3672		0.218154
376		1.43509		23.5278		1.54684		25.598		0.111745
377		1.54571		25.4202		1.78518		29.4092		0.239472
378		1.55421		25.562		2.4325		40.2375		0.878288
379		1.30315		21.4053		1.79307		29.5579		0.48992
380		1.65471		27.1925		1.78465		29.3553		0.129935
381		1.56193		25.8578		1.56193		25.8578		0
382		1.50671		24.7193		1.60502		26.3558		0.0983089
383		1.29597		21.251		1.68034		27.646		0.384377
384		1.43664		23.6059		1.65341		27.2132		0.216769
385		1.44004		23.6823		1.91606		31.6051		0.476027
386		1.62488		26.7439		1.62488		26.7439		0
387		1.4124		23.1593		1.50842		24.7576		0.096029
388		1.4914		24.5371		1.85346		30.5612		0.362062
389		1.55852		25.7952		2.0829		34.2954		0.524388
390		2.34464		38.6489		2.34464		38.6489		0
391		1.28763		21.107		1.66734		27.4246		0.379714
392		3		0		3		0		0
393		1.47743		24.3106		2.77421		45.9008		1.29678
394		1.36064		22.2789		1.46434		24.0051		0.103699
395		1.25542		20.5216		1.25542		20.5216		0
396		1.72289		28.3296		1.72289		28.3296		0
397		1.9464		32.0628		1.9464		32.0628		0
398		1.60016		26.2941		1.60016		26.2941		0
399		1.29189		21.1401		1.52562		25.0285		0.233733
400		1.41693		23.3557		1.54506		25.4892		0.128136
401		1.43585		23.5323		1.54376		25.4082		0.107913
402		1.80526		29.6787		2.03678		33.5339		0.231514
403		1.80931		29.7532		1.80931		29.7532		0
404		1.56341		25.8822		2.73055		45.324		1.16714
405		1.6018		26.3367		1.6018		26.3367		0
406		1.65759		27.2544		1.65759		27.2544		0
407		1.29632		21.2426		1.60498		26.378		0.308652
408		1.65249		27.1251		1.91286		31.4598		0.260369
409		1.91357		31.5708		1.91357		31.5708		0
410		1.43707		23.5812		1.65287		27.1721		0.215795
411		1.64994		27.2274		1.64994		27.2274		0
412		1.52468		25.0227		1.6032		26.3297		0.0785201
413		1.6377		26.8987		1.6377		26.8987		0
414		1.63438		26.8122		1.63438		26.8122		0
415		1.54277		25.2522		1.54277		25.2522		0
416		1.54107		25.2758		1.80626		29.6896		0.265191
417		1.55288		25.5015		1.6838		27.8936		0.130927
418		1.80303		29.6177		2.18035		35.8997		0.37732
419		0.846589		13.815		0.846589		13.815		0
420		1.68566		27.7082		1.68566		27.7082		0
421		2.185		36.047		2.32576		38.5951		0.140761
422		1.95223		32.1639		2.3934		39.5094		0.441173
423		2.0975		34.5542		2.26027		37.4849		0.16277
424		1.52625		25.2761		1.52625		25.2761		0
425		2.43374		40.1049		2.43374		40.1049		0
426		1.66849		27.4219		1.94869		32.0868		0.280207
427		1.55639		25.6059		3.32154		55.0788		1.76515
428		1.36256		22.3195		1.9759		32.5251		0.613333
