365	5147057
366	3000869
367	5146386
368	5150466
369	5150478
370	5146333
371	3867283
372	3865557
373	3862562
374	3862778
375	3864668
376	3862124
377	3862392
378	4285905
379	3871536
380	4290248
381	4282108
382	4285622
383	3846902
384	4291192
385	4291306
386	5146532
387	4289122
388	4291271
389	4289041
390	4714863
391	3857016
392	5128519
393	4721096
394	4286910
395	4500861
396	4899340
397	5298845
398	4271674
399	3849158
400	4289552
401	4282449
402	4711109
403	4717027
404	4283392
405	4705808
406	4716399
407	3861202
408	4283073
409	5141973
410	4284584
411	4711858
412	4286445
413	4283862
414	4278913
415	4680949
416	3844337
417	4285801
418	3849574
419	6008481
420	5148385
421	5149296
422	5149465
423	4731942
424	4719893
425	4713124
426	4288004
427	4715981
428	3858294
429	3861257
430	3856846
431	4720855
432	7002883
433	5156358
434	4289047
435	4715620
436	3856210
437	4284160
438	5148185
439	3850791
440	4284931
441	5141867
442	7002420
443	4287933
444	3859394
445	4721258
446	5566701
447	4289066
448	5143754
449	4718643
450	5577270
451	5146374
452	3854024
453	4706420
454	4712889
455	5145790
456	5555739
457	3856709
458	7271343
459	5150319
460	4715833
461	4704247
462	4712923
463	4289430
464	4718186
465	4288246
466	4710249
467	4713788
468	4285428
469	4801796
470	4379656
471	5146799
472	5625391
473	5149582
474	3498880
475	4928237
476	3844523
477	3862151
478	3858744
479	3698646
480	6799615
481	3427126
482	5574496
483	4715708
484	5194497
485	4286329
486	3429643
487	4714297
488	4714212
489	4712294
490	4657017
491	2170445
492	3687095
493	4288469
494	3425095
