Vbias(V) 	 Vbol(mV) 	 Ibol (pA) 	 Rbol(Gohm) 	 If(pA) 	  Vf(mV) 	 Vbol_corr(mV) 
-0.003563		-0.0508096		-0.0585365		0.867999		0		0		-0.0508096
0.426463		5.2682		7.01991		0.750465		1.04277		0.782559		5.2682
4.70699		18.378		78.1436		0.235182		0.308964		0.0726627		18.378
5.13898		18.7588		85.337		0.219821		0.305786		0.0672181		18.7588
5.99429		19.3342		99.5826		0.194152		0.286912		0.0557047		19.3342
6.84965		19.7929		113.831		0.17388		0.283061		0.0492187		19.7929
7.27907		19.9793		120.985		0.165139		0.289031		0.0477302		19.9793
7.70313		20.1445		128.05		0.157318		0.276909		0.0435627		20.1445
8.13115		20.2906		135.181		0.150099		0.280775		0.0421442		20.2906
8.55592		20.4192		142.258		0.143536		0.273053		0.0391928		20.4192
