Vbias(V) 	 Vbol(mV) 	 Ibol (pA) 	 Rbol(Gohm) 	 If(pA) 	  Vf(mV) 	 Vbol_corr(mV) 
-0.003303		-0.0468104		-0.0542698		0.862549		0		0		-0.0468104
0.42759		5.3734		7.03694		0.763599		0.312776		0.238836		5.3734
0.858338		8.75695		14.1597		0.618442		0.0389677		0.0240993		8.75695
1.28869		11.02		21.2944		0.517508		0.012135		0.00627995		11.02
1.71751		12.649		28.4143		0.445165		0.00112179		0.000499383		12.649
2.14606		13.8768		35.5363		0.390496		-0.0194036		-0.00757705		13.8768
2.57513		14.8694		42.671		0.348466		-0.0293504		-0.0102276		14.8694
3.00171		15.6349		49.7679		0.314156		-0.019643		-0.00617097		15.6349
3.43178		16.2255		56.9259		0.285028		-0.0231997		-0.00661257		16.2255
3.8635		16.7289		64.1128		0.260929		-0.034802		-0.00908088		16.7289
4.28917		17.1193		71.2009		0.240436		-0.0217471		-0.00522879		17.1193
4.72165		17.4465		78.4034		0.222522		-0.0244972		-0.00545117		17.4465
5.15014		17.6565		85.5414		0.206409		-0.00261164		-0.000539066		17.6565
5.57597		17.8821		92.6349		0.193039		-0.0284022		-0.00548274		17.8821
6.01044		18.0509		99.8731		0.180739		-0.0352925		-0.00637872		18.0509
6.43682		18.1646		106.978		0.169798		-0.0149387		-0.00253656		18.1646
6.86636		18.2489		114.135		0.159888		-0.0347349		-0.0055537		18.2489
7.29497		18.3012		121.278		0.150903		-0.0294216		-0.0044398		18.3012
7.72233		18.3264		128.4		0.142729		-0.0299292		-0.00427176		18.3264
8.15357		18.3256		135.587		0.135157		-0.0373339		-0.00504595		18.3256
7.97993		18.378		132.693		0.1385		-0.0498846		-0.00690904		18.378
8.13087		18.4091		135.208		0.136154		-0.0351348		-0.00478374		18.4091
