Vbias(V) 	 Vbol(mV) 	 Ibol (pA) 	 Rbol(Gohm) 	 If(pA) 	  Vf(mV) 	 Vbol_corr(mV) 
0.000216		0.00766618		0.00347223		2.20785		0		0		0.00766618
0.426804		4.34043		7.04106		0.616445		0.0055988		0.00345135		4.34043
0.857153		7.36687		14.1631		0.520145		0.0125547		0.00653027		7.36687
1.28936		9.48107		21.3313		0.444467		0.012692		0.0056412		9.48107
1.71897		11.0337		28.4656		0.387614		0.0140659		0.00545214		11.0337
2.14906		12.2481		35.6136		0.343916		0.0150652		0.00518115		12.2481
2.57273		13.2314		42.6583		0.310172		0.0136671		0.00423916		13.2314
3.00563		14.0192		49.8602		0.281169		0.0164604		0.00462817		14.0192
3.4293		14.6316		56.9111		0.257096		0.0161203		0.00414446		14.6316
3.85938		15.1719		64.0701		0.236801		0.012959		0.0030687		15.1719
4.28949		15.605		71.2314		0.219075		0.0172664		0.00378264		15.605
4.71601		15.9837		78.3338		0.204047		0.0153589		0.00313394		15.9837
5.14778		16.2529		85.5255		0.190036		0.0189527		0.0036017		16.2529
5.5763		16.53		92.6627		0.178389		0.0156969		0.00280016		16.53
6.00713		16.7721		99.8394		0.167991		0.0130161		0.00218659		16.7721
6.43567		16.9461		106.979		0.158406		0.0208321		0.00329993		16.9461
6.86327		17.107		114.103		0.149927		0.0138325		0.00207386		17.107
7.29755		17.2475		121.338		0.142144		0.0138514		0.00196888		17.2475
7.72386		17.3642		128.442		0.135191		0.0151091		0.00204261		17.3642
8.14926		17.4548		135.53		0.128789		0.0130479		0.00168043		17.4548
8.01912		17.4884		133.361		0.131136		0.00539828		0.00070791		17.4884
8.31791		17.5967		138.339		0.1272		0.0111125		0.00141352		17.5967
