Channel 	 VbiasMaxAmpli 	 VbiasWP
365		4.71764e+06		5.57677e+06
366		3e+06		3e+06
367		4.71748e+06		5.57868e+06
368		4.71974e+06		5.57632e+06
369		4.28659e+06		5.1476e+06
370		4.28681e+06		5.14822e+06
371		3.4328e+06		4.29031e+06
372		3.43398e+06		4.28859e+06
373		3.00122e+06		3.00122e+06
374		3.42917e+06		4.28663e+06
375		3.43176e+06		4.28765e+06
376		3.43131e+06		4.28873e+06
377		3.43247e+06		4.28803e+06
378		3.86005e+06		4.28531e+06
379		3.4405e+06		3.86552e+06
380		3.86067e+06		4.71646e+06
381		3.43041e+06		4.71734e+06
382		3.85734e+06		4.71518e+06
383		3.42526e+06		4.2797e+06
384		3.85672e+06		4.71558e+06
385		3.43136e+06		3.86203e+06
386		4.71756e+06		5.57724e+06
387		3.43057e+06		4.28768e+06
388		3.8571e+06		4.72022e+06
389		3.8593e+06		4.71724e+06
390		4.71666e+06		5.58087e+06
417		3.8606e+06		4.71942e+06
418		3.85058e+06		4.70799e+06
419		5.14658e+06		6.00723e+06
420		5.14948e+06		6.00846e+06
421		5.14942e+06		6.00818e+06
422		4.28578e+06		5.14699e+06
423		4.29902e+06		5.16052e+06
424		3.8599e+06		4.71744e+06
425		3.85786e+06		4.71688e+06
426		3.86065e+06		4.71859e+06
427		3.86089e+06		4.71515e+06
428		3.00394e+06		3.85949e+06
429		3.0055e+06		3.86138e+06
430		3.43116e+06		4.28872e+06
431		3.85882e+06		4.71892e+06
432		6.42151e+06		6.84965e+06
433		4.28601e+06		5.14952e+06
434		3.85838e+06		5.14752e+06
435		4.28611e+06		5.14709e+06
436		3.85876e+06		4.7144e+06
437		3.85963e+06		4.72131e+06
438		4.71559e+06		5.57834e+06
439		3.85665e+06		4.71815e+06
440		3.8576e+06		4.71852e+06
441		4.28602e+06		5.14417e+06
442		6.00824e+06		7.29556e+06
469		3.32897e+06		5.3253e+06
470		3.44131e+06		5.01018e+06
471		4.28699e+06		5.14819e+06
472		3.86922e+06		3.86922e+06
473		4.71696e+06		5.5761e+06
474		3.11423e+06		3.88509e+06
475		4.22138e+06		5.27551e+06
476		3.42404e+06		4.28421e+06
477		3.4291e+06		4.28692e+06
478		3.42899e+06		4.28855e+06
479		5.02629e+06		5.02629e+06
480		5.99601e+06		6.42039e+06
481		3.00209e+06		3.85828e+06
482		4.28745e+06		5.14903e+06
483		3.85879e+06		4.71419e+06
484		3.71207e+06		5.5675e+06
485		3.85827e+06		4.71776e+06
486		2.57526e+06		3.42982e+06
487		3.85967e+06		4.71683e+06
488		3.8598e+06		4.71468e+06
489		3.85879e+06		4.71648e+06
490		3.32802e+06		3.99882e+06
491		2.17407e+06		2.17407e+06
492		3.27707e+06		4.10213e+06
493		3.85903e+06		4.71575e+06
494		3.00479e+06		3.85851e+06
