Channel 		 par0 		 par1 		 Rbolmin 		 Rbolmax
365		0.00901198		3.70114e-10		9.58852e+07		2.39952e+08
367		-0.000129825		2.23306e-10		1.3225e+08		4.44271e+08
368		9.86807e-05		2.43016e-10		1.24115e+08		4.62448e+08
369		-0.00462006		3.10706e-10		1.25116e+08		4.19924e+08
370		-0.00170241		2.66749e-10		1.2858e+08		4.18576e+08
371		-0.0189207		3.25887e-10		1.35239e+08		4.78073e+08
372		-0.0367263		5.54492e-10		1.20126e+08		4.1451e+08
373		0.00388067		2.70115e-10		1.29781e+08		4.9467e+08
374		0.000864527		2.78589e-10		1.32578e+08		4.71904e+08
375		0.00560225		3.3593e-10		1.30684e+08		4.65864e+08
376		0.00356396		3.75492e-10		1.32654e+08		4.66806e+08
377		0.0227304		3.62188e-10		1.346e+08		4.63567e+08
378		0.092613		7.49165e-11		6.38894e+07		3.83855e+08
379		0.0772775		4.77019e-11		1.11477e+08		4.01848e+08
380		0.0813423		6.07502e-11		1.3563e+08		5.59653e+08
381		0.0744725		1.10811e-10		1.29549e+08		4.33123e+08
382		0.0801231		6.58279e-11		1.42569e+08		4.79663e+08
384		0.0787552		1.41263e-10		1.1546e+08		3.67127e+08
385		0.10419		2.64618e-11		1.1026e+08		3.82271e+08
386		0.022673		3.05516e-10		1.09943e+08		3.38069e+08
387		0.0577143		1.82285e-10		1.30038e+08		4.55085e+08
388		0.0870316		3.56022e-10		1.07909e+08		3.14718e+08
389		0.0766764		2.25938e-10		1.41555e+08		4.96759e+08
390		0.0376378		3.48744e-10		1.43479e+08		5.05979e+08
417		-2.45643e-05		2.0607e-10		1.37658e+08		5.20471e+08
418		0.00349748		1.94808e-10		1.58811e+08		5.35463e+08
419		0.0016711		3.02779e-10		1.10474e+08		3.21653e+08
420		0.0141671		2.21539e-10		1.3011e+08		4.89817e+08
421		0.00257929		2.38749e-10		1.21099e+08		4.30696e+08
422		0.00494278		2.16572e-10		1.22449e+08		4.30956e+08
423		0.0015288		2.47425e-10		1.34588e+08		4.48848e+08
424		-0.000338924		3.31464e-10		1.19916e+08		3.59636e+08
425		0.00103895		1.99346e-10		1.52436e+08		6.55778e+08
426		-0.00408086		2.72748e-10		1.29651e+08		4.33858e+08
427		0.00127741		2.8308e-10		1.11681e+08		3.67437e+08
428		0.0128954		2.34517e-10		1.3529e+08		4.49193e+08
429		0.00864218		2.69035e-10		1.3999e+08		4.75497e+08
430		0.00537455		1.71862e-10		1.35791e+08		5.69172e+08
431		0.00801742		1.47455e-10		1.43578e+08		5.72265e+08
432		0.0201204		1.36078e-10		1.5731e+08		6.1649e+08
433		0.00544642		2.14782e-10		1.29376e+08		4.21922e+08
434		0.0208148		1.51896e-10		1.41766e+08		2.33169e+08
435		0.00294116		1.76664e-10		1.35586e+08		5.16832e+08
436		0.00263428		2.20513e-10		1.24321e+08		3.869e+08
437		0.0037508		2.78023e-10		1.22598e+08		4.31599e+08
438		-0.00493907		2.71088e-10		1.19785e+08		3.66224e+08
439		-0.000476303		2.29363e-10		1.23355e+08		4.40362e+08
440		0.0329858		1.46231e-10		1.54644e+08		6.67836e+08
441		-0.00236627		3.87965e-10		9.02688e+07		2.14186e+08
442		0.0546073		2.62018e-10		1.32847e+08		4.3347e+08
469		0.0561		1.11148e-10		2.35821e+08		1.12431e+09
470		0.0242374		9.99644e-11		2.82075e+08		1.07132e+09
471		0.0189025		1.06849e-10		1.91968e+08		1.029e+09
472		0.0198691		1.0816e-10		2.52311e+08		1.0591e+09
473		0.0164078		1.20317e-10		1.74891e+08		8.58168e+08
474		0.0192241		9.39931e-11		2.33031e+08		1.20358e+09
475		0.0321533		1.07271e-10		2.48314e+08		1.09954e+09
476		0.0370747		1.65675e-10		2.12228e+08		8.09443e+08
477		0.0197619		1.59061e-10		2.21176e+08		9.01284e+08
478		0.0276617		1.87362e-10		1.73894e+08		8.53481e+08
479		0.0440865		1.1111e-10		2.69976e+08		1.00646e+09
480		0.0699106		1.15706e-10		1.91753e+08		9.85537e+08
481		0.0511482		2.1163e-10		1.955e+08		9.56965e+08
482		0.00874297		1.95685e-10		1.8334e+08		7.04806e+08
483		0.0210002		1.43706e-10		1.6549e+08		7.53584e+08
484		0.0129935		1.76868e-10		2.20537e+08		7.68734e+08
485		0.00387523		2.22388e-10		1.72506e+08		6.60281e+08
486		0.00113863		2.27923e-10		1.87241e+08		8.482e+08
487		0.0307418		1.75438e-10		1.65127e+08		7.63228e+08
488		0.00913722		2.04703e-10		1.82071e+08		7.34079e+08
489		0.0466236		2.26696e-10		1.82044e+08		8.84929e+08
490		0.021226		1.7255e-10		2.50232e+08		9.23115e+08
492		0.0182004		4.03677e-10		2.10009e+08		8.22529e+08
493		0.031461		2.70178e-10		1.80241e+08		7.18503e+08
494		0.0575345		3.68248e-10		1.95905e+08		7.12797e+08
