365	2373760
366	1270910
367	2115290
368	1949810
369	1728430
370	2127770
371	1404140
372	1545250
373	1263550
374	1404020
375	1425630
376	1668070
377	1546400
378	1555580
379	1304620
380	1666680
381	1692180
382	1620800
383	1171160
384	1427590
385	1669930
386	1622060
387	1403080
388	1477200
389	1688730
390	2209170
417	1550390
418	1678090
419	2116010
420	1830810
421	2194770
422	1942940
423	1961190
424	1511060
425	2250330
426	1546570
427	1949860
428	1660040
429	1676450
430	1426830
431	2060810
432	2284280
433	1961760
434	1734070
435	1755720
436	1950450
437	1634500
438	2077110
439	1462180
440	1786970
441	1304830
442	2770030
469	1548690
470	1426080
471	2396940
472	1939670
473	2266160
474	1618770
475	1350690
476	1728560
477	1648060
478	1621890
479	1232780
480	2266060
481	1402200
482	1904940
483	2120340
484	1745990
485	1947980
486	1294200
487	2062210
488	2064720
489	2115860
490	1566190
491	903101
492	1726400
493	2024010
494	1729060
