Channel 		 par0 		 par1 		 Rbolmin 		 Rbolmax
365		0.00883394		1.37167e-09		1.84622e+06		4.36603e+06
367		0.00638441		1.73254e-09		2.55051e+06		8.77659e+06
368		0.00603713		1.91335e-09		2.40175e+06		7.83083e+06
369		0.00429716		2.84178e-09		2.42688e+06		7.65581e+06
370		0.00633728		2.33896e-09		2.4597e+06		7.67431e+06
371		0.00527931		2.2081e-09		2.62771e+06		9.22001e+06
372		0.00461973		2.74203e-09		2.36251e+06		7.89256e+06
373		0.00405786		2.47518e-09		2.38586e+06		7.67533e+06
374		0.00627503		1.93459e-09		2.55592e+06		8.73806e+06
375		0.00542856		1.94493e-09		2.51579e+06		9.1059e+06
376		0.00417029		2.42145e-09		2.57009e+06		8.89675e+06
377		0.0055317		2.46552e-09		2.57651e+06		8.58259e+06
378		0.0163647		3.70401e-10		2.38836e+06		3.8726e+06
380		0.014896		4.84204e-10		2.659e+06		9.82921e+06
381		0.0147707		6.97369e-10		2.54812e+06		8.25528e+06
382		0.0151207		7.89658e-10		2.65544e+06		4.59444e+06
383		0.0167502		1.54223e-10		2.41659e+06		7.41967e+06
384		0.0144103		1.2975e-09		2.2471e+06		6.76018e+06
386		0.00871692		2.10061e-09		2.10588e+06		5.81162e+06
387		0.0210794		1.20597e-09		2.51552e+06		8.31154e+06
388		0.0163668		1.05595e-09		2.05992e+06		5.70383e+06
389		0.0128626		1.41263e-09		2.71003e+06		9.39727e+06
390		0.00935041		2.45628e-09		2.73987e+06		9.86094e+06
417		0.00741725		1.27669e-09		2.5151e+06		8.75478e+06
418		0.00332566		1.80171e-09		2.94152e+06		1.03368e+07
419		0.00757898		1.91331e-09		2.07918e+06		5.52387e+06
420		0.00852639		1.77524e-09		1.24592e+06		7.63694e+06
421		0.00874756		1.38402e-09		2.30802e+06		7.11506e+06
422		0.00856832		1.25017e-09		1.15296e+06		6.90515e+06
423		0.00835683		1.54251e-09		2.54688e+06		8.27283e+06
424		0.00707198		1.55132e-09		2.28913e+06		6.64568e+06
425		0.00449896		1.72945e-09		2.8915e+06		1.05424e+07
426		0.00582758		1.82831e-09		2.44014e+06		7.81276e+06
427		0.00719368		1.76417e-09		2.10072e+06		5.68821e+06
428		0.00840563		1.51944e-09		2.59342e+06		8.44611e+06
429		0.00612174		1.77225e-09		2.65864e+06		8.93406e+06
430		0.00793597		1.27821e-09		1.34462e+06		9.76777e+06
431		0.00713884		1.14299e-09		2.75171e+06		9.48562e+06
432		0.005893		2.10441e-09		2.88079e+06		1.01688e+07
433		0.00768182		1.44105e-09		2.46601e+06		7.9071e+06
434		0.00953752		9.37554e-10		2.47677e+06		7.98896e+06
435		0.00748068		1.30248e-09		2.9022e+06		8.37797e+06
436		0.00706524		1.44037e-09		2.40377e+06		7.33351e+06
437		0.00616588		1.89413e-09		2.36853e+06		7.82252e+06
438		0.00654546		1.41836e-09		1.11984e+06		6.51684e+06
439		0.00826245		1.65566e-09		2.3247e+06		7.11303e+06
441		0.0106889		1.20459e-09		1.81923e+06		3.5518e+06
442		0.00271719		4.50733e-09		2.50003e+06		7.88136e+06
469		0.0048504		1.99009e-09		4.13178e+06		1.87008e+07
470		0.0024233		1.69939e-09		4.43489e+06		1.99047e+07
471		0.000720562		1.98139e-09		4.21973e+06		1.92136e+07
472		0.00235432		1.75609e-09		4.61676e+06		2.23931e+07
473		0.00284806		2.23651e-09		3.76962e+06		1.42861e+07
474		0.00341564		1.60349e-09		4.4662e+06		2.34319e+07
475		0.00523308		2.11515e-09		4.09672e+06		1.80739e+07
476		-0.00274055		3.27042e-09		4.15395e+06		1.78078e+07
477		0.00010832		2.37645e-09		3.82792e+06		1.51463e+07
478		0.00474627		1.92844e-09		3.30197e+06		1.37646e+07
479		0.00371557		2.37009e-09		3.70426e+06		1.79421e+07
480		0.00229771		3.16801e-09		4.13763e+06		1.76507e+07
481		0.00417722		2.15434e-09		2.03786e+06		1.63517e+07
482		-0.000467816		2.87427e-09		3.84519e+06		1.49403e+07
483		0.00612973		1.57567e-09		3.56745e+06		1.21256e+07
484		0.00118455		2.17189e-09		3.82425e+06		1.54089e+07
485		0.00281975		2.13949e-09		3.32883e+06		1.33392e+07
486		0.00846109		1.6453e-09		1.90151e+06		1.58863e+07
487		0.00336148		2.43344e-09		3.18125e+06		1.2738e+07
488		0.00418394		2.19124e-09		3.98488e+06		1.68561e+07
489		-0.00431649		3.99216e-09		4.00911e+06		1.51588e+07
490		0.00352935		1.93108e-09		4.18159e+06		1.791e+07
491		0.0758362		1.2376e-09		1.80168e+06		1.56919e+07
492		-0.00298796		4.0004e-09		4.2719e+06		1.85901e+07
493		-0.000317917		3.02639e-09		3.97157e+06		1.50947e+07
494		-0.00398419		4.38379e-09		1.95037e+06		1.59044e+07
