Channel 	 VbiasWP 	 IbolWP(pA) 	 VbiasMaxAmpli 	 IbolMaxampli(pA)
365		14.9987		1499.27		14.9987		1499.27		0
366		3		0		3		0		0
367		8.49877		849.137		8.49877		849.137		0
368		7.00202		699.611		7.00202		699.611		0
369		6.99905		699.309		6.99905		699.309		0
370		10.0018		999.443		10.0018		999.443		0
371		7.00356		699.665		7.00356		699.665		0
372		8.50169		849.492		8.50169		849.492		0
373		7.00338		699.742		7.00338		699.742		0
374		8.49713		848.972		8.49713		848.972		0
375		7.00252		699.914		7.00252		699.914		0
376		7.00205		699.537		7.00205		699.537		0
377		7.00178		699.524		7.00178		699.524		0
378		9.9978		999.06		9.9978		999.06		0
379		9.99863		999.206		9.99863		999.206		0
380		8.4972		848.933		8.4972		848.933		0
381		7.00175		699.539		7.00175		699.539		0
382		8.49723		848.956		8.49723		848.956		0
383		9.99917		999.198		9.99917		999.198		0
384		9.99856		999.193		9.99856		999.193		0
385		10.0013		999.503		10.0013		999.503		0
386		9.99843		999.247		9.99843		999.247		0
387		6.99971		699.334		6.99971		699.334		0
388		9.99784		999.203		9.99784		999.203		0
389		7.001		699.394		7.001		699.394		0
390		7.00061		699.333		7.00061		699.333		0
417		8.4972		848.996		12.5001		1249.58		4.0029
418		7.00261		699.489		9.99852		998.925		2.99591
419		9.99661		999.086		14.9988		1499.18		5.00219
420		9.99786		999.418		9.99786		999.418		0
421		9.99886		999.198		15.0015		1499.75		5.00268
422		8.49724		849.103		12.5028		1249.53		4.00556
423		10.0013		999.351		15.002		1499.29		5.00071
424		9.99681		999.018		15.0017		1499.37		5.00489
425		7.0019		699.414		9.99594		998.667		2.99403
426		6.99942		699.337		10.0003		999.285		3.00084
427		12.5007		1249.41		17.4991		1749.53		4.99835
428		7.00322		699.683		9.99868		999.085		2.99546
429		8.49907		849.144		12.5018		1249.27		4.00268
430		7.00011		699.305		10.0011		999.26		3.00097
431		7.00347		699.647		9.99982		999.132		2.99635
432		7.00205		699.462		9.99808		999.361		2.99603
433		9.99784		999.414		9.99784		999.414		0
434		9.99667		998.923		15.0022		1499.34		5.0055
435		7.00107		699.461		9.99608		998.819		2.99501
436		8.49673		849.019		12.5012		1249.33		4.00448
437		9.99877		999.157		14.9997		1499.13		5.00098
438		8.4952		848.933		12.5032		1249.6		4.00803
439		8.49714		849.088		12.5012		1249.36		4.00409
440		7.00103		699.298		7.00103		699.298		0
441		12.5026		1249.79		17.4964		1749.07		4.99378
442		9.99733		998.98		14.9991		1499.02		5.00176
469		7.001		698.969		9.99811		998.521		2.99711
470		3.50281		349.387		4.99984		499.44		1.49703
471		7.00156		699.003		9.99906		998.592		2.9975
472		3.5032		349.329		7.00139		698.784		3.49819
473		5.00264		499.443		8.49938		848.867		3.49674
474		3.50307		349.372		7.00426		699.132		3.50119
475		7.00198		699.088		9.99627		998.357		2.99429
476		7.00113		698.961		10.0035		999.046		3.0024
477		7.00448		699.427		9.99742		998.569		2.99295
478		7.00198		699.24		9.99763		998.646		2.99565
479		7.00036		698.871		9.99768		998.445		2.99732
480		7.00311		699.208		9.9971		998.443		2.99399
481		7.00181		699.09		9.99918		998.666		2.99738
482		5.00009		499.156		8.49842		848.736		3.49832
483		8.49761		848.794		12.5012		1249		4.00357
484		7.00181		699.151		9.99695		998.514		2.99514
485		5.001		499.319		8.49881		848.843		3.49781
486		7.0007		699.062		9.99699		999.121		2.99629
487		5.00179		499.432		8.49897		848.904		3.49719
488		5.00214		499.322		8.49874		848.724		3.4966
489		7.00419		699.379		9.99604		998.398		2.99185
490		7.00223		699.062		10.0009		998.772		2.99867
491		5.00164		499.289		5.00164		499.289		0
492		3.50235		349.399		7.00009		698.818		3.49774
493		5.00391		499.523		8.49687		848.556		3.49296
494		7.0028		699.226		10.0005		998.844		2.99772
