365	3594429
366	2998613
367	3895348
368	3594193
369	3309870
370	3596943
371	2693578
372	2697015
373	2705032
374	2697598
375	2695027
376	2700199
377	3002209
378	2991981
379	2405903
380	3000423
381	3004059
382	3002188
383	2407576
384	2996016
385	2701393
386	3601033
387	2702759
388	2693771
389	2996739
390	3899735
417	2981356
418	2976071
419	4206501
420	3594562
421	3917629
422	3592247
423	3590808
424	2978049
425	3310167
426	2979782
427	2986352
428	2697593
429	2697730
430	2689449
431	3593880
432	5382782
433	3306303
434	2983359
435	3305208
436	2696731
437	2984524
438	3594282
439	2696742
440	2982103
441	2696978
442	4814397
469	2983147
470	2083149
471	3917874
472	3595763
473	3913528
474	2696158
475	2499821
476	2969153
477	2691997
478	2982819
479	2498106
480	4201318
481	2407567
482	3895897
483	3588643
484	2983454
485	3305010
486	2411429
487	3323704
488	3591360
489	3592236
490	2748559
491	1510589
492	2701409
493	3302985
494	2409811
